date,temperature,rainfall
2015-01-01,24.601783321775077,71.55004416366208
2015-01-02,20.629341110888802,88.55395228914776
2015-01-03,25.021708682630535,58.408909171904014
2015-01-04,26.52015358455861,28.53699554289716
2015-01-05,28.461237039172513,70.59094363040663
2015-01-06,25.645194737410044,63.99778513960277
2015-01-07,28.999499076814676,95.76569150866383
2015-01-08,25.325617662480386,81.21064035218504
2015-01-09,26.068376602434302,87.91243997276608
2015-01-10,26.474437807120086,36.70246558526912
2015-01-11,26.647731565332272,59.02323036027415
2015-01-12,28.69001988854281,79.76549952677769
2015-01-13,29.433161441627803,52.506805538439195
2015-01-14,30.655652999109748,24.419163415964974
2015-01-15,30.814576439382098,66.72435973965717
2015-01-16,26.64972865022972,39.72576695111747
2015-01-17,29.09767288731795,51.887816835555554
2015-01-18,28.66482767733465,24.82623502675971
2015-01-19,28.317694371814635,52.72514000354133
2015-01-20,26.761403485731474,0.6243436752916165
2015-01-21,27.559874735884712,29.857750590160336
2015-01-22,25.670497329758568,67.02854192690975
2015-01-23,27.23522094737112,32.2429808481833
2015-01-24,30.080926186642184,0.4789738882070016
2015-01-25,27.70303381323703,41.46980795262268
2015-01-26,31.056544544998737,34.99478606850972
2015-01-27,31.94807196706588,39.065680911953784
2015-01-28,27.443856806111672,13.98248858366088
2015-01-29,30.031156127601,22.936181401557754
2015-01-30,27.970364509649634,9.443171942602923
2015-01-31,30.690048103387987,45.157960116527754
2015-02-01,31.733641190452584,5.440229202922464
2015-02-02,29.74022973044787,65.98823992482377
2015-02-03,33.7079578980745,28.693564615498545
2015-02-04,31.88155003655657,45.59151226712307
2015-02-05,31.093126463654986,57.79287840709571
2015-02-06,32.74454322991553,26.202729810665538
2015-02-07,28.977826124416303,27.489882296120815
2015-02-08,28.401297436099124,42.75966741874196
2015-02-09,31.92819626208231,48.77592278135675
2015-02-10,29.82321785847286,17.980984910559883
2015-02-11,29.894820517842646,8.276520844012847
2015-02-12,32.50496284070654,70.81540058556021
2015-02-13,31.741558999739922,1.575781319174463
2015-02-14,29.78525603871592,45.501270444012846
2015-02-15,35.22079300485677,8.305706667953029
2015-02-16,33.783274738594365,86.47967484997629
2015-02-17,30.616247892595858,50.60909546114656
2015-02-18,33.0111351054572,37.91590896987246
2015-02-19,29.60242476329075,46.57966173178749
2015-02-20,32.65209470262752,65.41041046073823
2015-02-21,30.27932319062458,85.12862062049413
2015-02-22,36.42670998884769,35.115221746031764
2015-02-23,32.70270825365506,67.27219877807524
2015-02-24,30.917953794691964,33.87556661781153
2015-02-25,32.168739527555076,12.0724705392944
2015-02-26,36.47281255624864,32.60220745515549
2015-02-27,32.25104895990609,18.565533892872253
2015-02-28,34.735892028903386,65.14403677687245
2015-03-01,29.82770777619332,29.155598344168908
2015-03-02,35.95085518760083,37.86602821992338
2015-03-03,36.43894162880852,41.60749531017779
2015-03-04,31.463079131998754,28.191987194177514
2015-03-05,33.50904152877902,25.884538836550185
2015-03-06,31.459327504599987,83.54676308181048
2015-03-07,33.61227164372343,53.39899695761393
2015-03-08,31.805892034917274,53.64442048192326
2015-03-09,33.84751987183955,81.76944024658575
2015-03-10,35.37824820154407,90.8814973534312
2015-03-11,33.53099970965306,39.102405417261856
2015-03-12,35.85895791778919,83.22857527205362
2015-03-13,37.74026725478938,89.77404635061527
2015-03-14,35.121273318436,29.733054143498737
2015-03-15,35.14399143001074,82.88945088625609
2015-03-16,31.546793852560803,47.65159426845224
2015-03-17,37.30866076186995,9.75177246112624
2015-03-18,34.47192152582122,80.61826059596673
2015-03-19,36.380117502101015,65.27867559433204
2015-03-20,36.278417570286855,53.147959338073214
2015-03-21,37.47112430831887,4.585217182885993
2015-03-22,34.48282268948155,39.49368662780846
2015-03-23,33.64164237883647,43.3134878513157
2015-03-24,36.52541104352388,58.27862139178176
2015-03-25,33.82158373550574,42.40069292727755
2015-03-26,37.61470000601125,44.33339611037881
2015-03-27,36.401394937451954,70.26679051495672
2015-03-28,39.74304333647791,47.618652589648725
2015-03-29,29.241826922306565,65.25160940501354
2015-03-30,35.06676786817639,65.02523768644825
2015-03-31,38.26480146711061,41.29689796300643
2015-04-01,33.24682043346006,82.2186347421422
2015-04-02,36.60772353448129,40.221640945412254
2015-04-03,34.948066796939536,77.27442812943423
2015-04-04,35.8786892072115,78.89375159483255
2015-04-05,35.911069099549955,33.83679787655427
2015-04-06,33.953238289922204,3.8099147608430917
2015-04-07,38.000772494207105,6.340453351778185
2015-04-08,35.07415910669984,42.56997422349394
2015-04-09,37.99627597078909,70.60699950371283
2015-04-10,34.6028620992539,45.53152600662113
2015-04-11,34.55748391103448,9.446645242476158
2015-04-12,36.021071868443144,38.78755586567243
2015-04-13,35.76941765542974,46.55264550022108
2015-04-14,33.2930996815649,29.152327896245655
2015-04-15,33.38774467986386,26.453319909030437
2015-04-16,35.76039263165436,51.633085510578525
2015-04-17,34.79584084635294,46.779779676260816
2015-04-18,35.52274514761314,36.435662534590584
2015-04-19,32.55500823611676,28.204090242083613
2015-04-20,33.632202168362724,67.60366068423697
2015-04-21,33.32488928743254,14.594950508813142
2015-04-22,33.42291085850376,3.414790734855433
2015-04-23,32.06284750952968,62.81254270360611
2015-04-24,30.11684283918759,33.40226375338875
2015-04-25,35.758750772896676,54.196438721543814
2015-04-26,35.97804974371017,78.11071990898255
2015-04-27,35.41646212592974,81.19532942543277
2015-04-28,31.970774134373407,15.082109086291705
